local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
11JYSEhlt|0.448917|||24.470850457912867|6.786677524|0.149014|20.6902|SN|POSSIBLE|1237666308561568120|r|0.711051|SDSS/PS1|2021-10-27|||6.786848840838816|1002708851242814900|24.469790976|1002708851242814900_59514.420_120790167_330_target|1002708851242814900_59514.420_120790167_330_ref|1002708851242814900_59514.420_120790167_330_diff|59514.4207889424
11JYSEhls|0.44017|||24.455980868586963|6.81854348|0.19118|20.8644|SN|POSSIBLE|137340068185947564|r|0.809832|PS1|2021-10-27|||6.819760229363652|1002716741242721600|24.455885186|1002716741242721600_59514.420_120790167_309_target|1002716741242721600_59514.420_120790167_309_ref|1002716741242721600_59514.420_120790167_309_diff|59514.4207889424
11JYSEhlp|0.321537|||28.366745188400785||0.184893|21.0871|ORPHAN|POSSIBLE||r|0.628645||2021-10-27|||3.6583423781367888|1001437991282200200||1001437991282200200_59514.420_120789919_424_target|1001437991282200200_59514.420_120789919_424_ref|1001437991282200200_59514.420_120789919_424_diff|59514.4203451067
11JYSEhlr|0.168127|||24.745443587249387|356.99598815451463|0.226241|21.1145|SN|POSSIBLE|1237678541164970650|r|0.654694|SDSS|2021-10-27|||356.99662335929406|1234759171244443500|24.746556707443744|1234759171244443500_59514.418_120789748_365_target|1234759171244443500_59514.418_120789748_365_ref|1234759171244443500_59514.418_120789748_365_diff|59514.4189807945
11JYSEhlo|0.829129|||27.55387929643973|6.908339739586893|0.175565|20.7472|SN|POSSIBLE|1237680276873216178|r|0.952194|SDSS/2MASS/PS1|2021-10-27|||6.914108350273448|1002739381273313900|27.55280704835933|1002739381273313900_59514.421_120790207_341_target|1002739381273313900_59514.421_120790207_341_ref|1002739381273313900_59514.421_120790207_341_diff|59514.421221361
11JYSEhlh|0.287099|||41.567782487448625|46.65307071725556|0.229941|20.2177|SN|POSSIBLE|1237661082124552838|z|0.549771|SDSS|2021-10-27|||46.65269929234824|1030636651413404000|41.568439477888774|1030636651413404000_59514.425_120792151_844_target|1030636651413404000_59514.425_120792151_844_ref|1030636651413404000_59514.425_120792151_844_diff|59514.425951696
11JYSEhld|0.566435|||38.6308025611255|37.413344356|0.232962|20.4773|SN|POSSIBLE|154350374133457254|z|0.587652|PS1|2021-10-27|||37.41363182030382|1022939271383750800|38.630603954|1022939271383750800_59514.426_120792205_842_target|1022939271383750800_59514.426_120792205_842_ref|1022939271383750800_59514.426_120792205_842_diff|59514.4264737367
11JYSEhla|0.198626|||38.13592280700673|37.551873784|0.273702|20.6434|UNCLEAR|POSSIBLE|153760375518923908|z|0.513127|PS1|2021-10-27|||37.552123718629446|1023012511380809300|38.136077748|1023012511380809300_59514.426_120792201_820_target|1023012511380809300_59514.426_120792201_820_ref|1023012511380809300_59514.426_120792201_820_diff|59514.4264737367
11JYSEhmm|0.268535||73.505283|40.20291573760629|38.7359|0.238653|20.3568|SN|POSSIBLE|2MASXJ02345657+4010246|z|0.91285|LASR|2021-10-27|0.016942||38.706101058786345|1023449451401210400|40.17341|1023449451401210400_59514.426_120792216_489_target|1023449451401210400_59514.426_120792216_489_ref|1023449451401210400_59514.426_120792216_489_diff|59514.4269102733
11JYSEhlf|0.56671|||40.765410363939196|38.490314323999996|0.276257|20.5551|SN|POSSIBLE|156910384903315300|z|0.575147|PS1|2021-10-27|||38.4900244854411|1023357601404555500|40.762226118|1023357601404555500_59514.426_120792222_872_target|1023357601404555500_59514.426_120792222_872_ref|1023357601404555500_59514.426_120792222_872_diff|59514.4269102733
11JYSEhmn|0.437382||91.165099|40.611669026970425|50.96025|0.14897|19.9139|SN|POSSIBLE|UGC02708NOTES02|z|0.528879|LASR|2021-10-27|0.020949||50.95648771507898|1032349551403641900|40.58206|1032349551403641900_59514.427_120793381_507_target|1032349551403641900_59514.427_120793381_507_ref|1032349551403641900_59514.427_120793381_507_diff|59514.4278667206
11JYSEhky|0.83551|||40.7302093634366|50.900845764616975|0.169404|20.0365|SN|POSSIBLE|1237661055282252548|z|0.911109|SDSS|2021-10-27|||50.90210279757309|1032336501404348700|40.73137851538597|1032336501404348700_59514.427_120793381_682_target|1032336501404348700_59514.427_120793381_682_ref|1032336501404348700_59514.427_120793381_682_diff|59514.4278667206
11JYSEhml|0.352421||66.215515|41.3166050861918|38.76329|0.239352|20.6972|SN|POSSIBLE|UGC02060|z|0.55662|NED/LASR|2021-10-27|0.015281||38.75861613372107|1023502071411859800|41.35736|1023502071411859800_59514.426_120792233_1176_target|1023502071411859800_59514.426_120792233_1176_ref|1023502071411859800_59514.426_120792233_1176_diff|59514.4269102733
11JYSEhlb|0.590247|||41.37700665558911|38.749124262|0.153874|20.1719|SN|POSSIBLE|157650387491001614|z|0.516782|PS1|2021-10-27|||38.748790300546275|1023459721412237200|41.375869434|1023459721412237200_59514.426_120792233_1102_target|1023459721412237200_59514.426_120792233_1102_ref|1023459721412237200_59514.426_120792233_1102_diff|59514.4269102733
11JYSEhli|1.0|||40.88744529898543|37.611215372|0.0441017|18.5668|SN|POSSIBLE|157060376112685534|z|0.999998|PS1|2021-10-27|||37.61121060381692|1023026691405314800|40.887478242|1023026691405314800_59514.426_120792230_351_target|1023026691405314800_59514.426_120792230_351_ref|1023026691405314800_59514.426_120792230_351_diff|59514.4269102733
11JYSEhle|0.469739|||40.87090698835585|38.486708864|0.188333|20.3999|SN|POSSIBLE|157040384867926021|z|0.967259|PS1|2021-10-27|||38.48671227139035|1023356801405215200|40.87115905|1023356801405215200_59514.426_120792228_941_target|1023356801405215200_59514.426_120792228_941_ref|1023356801405215200_59514.426_120792228_941_diff|59514.4269102733
11JYSEhkz|0.139549|||41.992523477718365|50.923525468696425|0.286887|20.6264|SN|POSSIBLE|1237661060648208006|z|0.615421|SDSS|2021-10-27|||50.925298594041614|1032342081415933100|41.99342370661801|1032342081415933100_59514.427_120793400_1234_target|1032342081415933100_59514.427_120793400_1234_ref|1032342081415933100_59514.427_120793400_1234_diff|59514.4278667206
11JYSEhmk|0.514258||60.107083|41.75189959331112|50.54104|0.174811|20.0388|SN|POSSIBLE|2MASXJ03220983+4143389|z|0.955592|LASR|2021-10-27|0.013886||50.586551362530706|1032220761414506800|41.72744|1032220761414506800_59514.427_120793396_922_target|1032220761414506800_59514.427_120793396_922_ref|1032220761414506800_59514.427_120793396_922_diff|59514.4278667206
11JYSEhki|0.874343|PS21kzq||-3.2237029682517058|34.989728976|0.090396|20.0045|SN|GOOD|GALEXASCJ021957.53-031326.9|r|0.996979|NED/SDSS/PS1|2021-10-26|||34.991347279565794|1021957920031325300|-3.2243452759999998|1021957920031325300_59513.476_120747090_143_target|1021957920031325300_59513.476_120747090_143_ref|1021957920031325300_59513.476_120747090_143_diff|59513.4767750199
11JYSEhke|0.706234|PS21lku|239.70195|-7.840839748278332|36.346703126|0.231596|21.3999|SN|GOOD|2MASXJ02252324-0750242|g|0.996493|NED/SDSS/2MASS/PS1|2021-10-26|0.053771|2021acfj|36.34432751791159|1022522630075027000|-7.840151774|1022522630075027000_59513.479_120747344_144_target|1022522630075027000_59513.479_120747344_144_ref|1022522630075027000_59513.479_120747344_144_diff|59518.4309011429
11JYSEhkh|0.810381|PS21lkv|301.477178|-0.5600604797216556|41.424818334|0.0297042|19.1267|SN|GOOD|SDSSJ024541.95-003336.9|g|0.991072|NED/SDSS/PS1|2021-10-26|0.066997||41.423210426503275|1024541560003336300|-0.560310538|1024541560003336300_59513.478_120747237_67_target|1024541560003336300_59513.478_120747237_67_ref|1024541560003336300_59513.478_120747237_67_diff|59518.4299878278
11JYSEhkg|0.977652|PS21lop||0.5482827104204745|40.3044305|0.0373032|19.3877|SN|GOOD|SDSSJ024113.07+003253.5|g|0.99964|NED/SDSS/PS1|2021-10-26|||40.304419750517894|1024113061003253800|0.548233816|1024113061003253800_59513.478_120747260_104_target|1024113061003253800_59513.478_120747260_104_ref|1024113061003253800_59513.478_120747260_104_diff|59518.4299878278
11JYSEhka|0.688796|PS21lkt||-9.04377673300288|62.236249066|0.0821951|20.0989|SN|GOOD|97140622362317611|i|0.787611|PS1|2021-10-26||2021acfi|62.2364833065776|1040856760090237600|-9.043972382|1040856760090237600_59513.484_120748923_279_target|1040856760090237600_59513.484_120748923_279_ref|1040856760090237600_59513.484_120748923_279_diff|59518.5605382132
11JYSEhkb|0.693259|PS21llz||-8.164694047198996|62.397567982|0.132247|20.1259|SN|GOOD|98200623975892988|z|0.50151|PS1|2021-10-26|||62.39911936828621|1040935770080952900|-8.164507369999999|1040935770080952900_59513.484_120748927_371_target|1040935770080952900_59513.484_120748927_371_ref|1040935770080952900_59513.484_120748927_371_diff|59513.4842961003
11JYSEhkl|0.369983|||-0.9961696939522403|314.6365219351559|0.258072|20.7347|SN|POSSIBLE|1237663542065497728|g|0.501916|SDSS/PS1|2021-10-26|||314.63651370575417|1205832750005946500|-0.9962208152331985|1205832750005946500_59513.214_120723530_1061_target|1205832750005946500_59513.214_120723530_1061_ref|1205832750005946500_59513.214_120723530_1061_diff|59518.2122403407
11JYSEhkq|0.849373|||-3.1722565171139863|311.898514516|0.178151|20.7895|SN|POSSIBLE|104193118985044716|g|0.714513|PS1|2021-10-26|||311.89942289291724|1204735860031020400|-3.171377968|1204735860031020400_59513.213_120723379_576_target|1204735860031020400_59513.213_120723379_576_ref|1204735860031020400_59513.213_120723379_576_diff|59518.2109133783
11JYSEhks|0.459549|||0.04834043652585844|309.62114964|0.192471|20.7174|SN|POSSIBLE|108053096211588409|r|0.513596|PS1|2021-10-26|||309.62122562267484|1203829101000254000|0.048358468|1203829101000254000_59513.213_120723424_745_target|1203829101000254000_59513.213_120723424_745_ref|1203829101000254000_59513.213_120723424_745_diff|59513.2136255684
11JYSEhjz|0.155443||42.2|-4.9175216218275715|309.752583|0.223154|21.0646|SN|POSSIBLE|NGC6945|i|0.414086|NED_D|2021-10-26|||309.78771475750324|1203909040045503000|-4.97258|1203909040045503000_59516.208_120856766_503_target|1203909040045503000_59516.208_120856766_503_ref|1203909040045503000_59516.208_120856766_503_diff|59516.2085308527
11JYSEhkr|0.610803|||-4.434045972231806|317.038783854|0.160686|20.2941|SN|POSSIBLE|102683170387461481|i|0.955752|PS1|2021-10-26|||317.03923632081256|1210809420042602400|-4.4324247979999996|1210809420042602400_59516.210_120856982_461_target|1210809420042602400_59516.210_120856982_461_ref|1210809420042602400_59516.210_120856982_461_diff|59516.2102894839
11JYSEhkk|0.523859|||-4.578866435078404|316.021543988|0.118721|20.0539|SN|POSSIBLE|102503160215685331|i|0.593508|PS1|2021-10-26|||316.0231148582874|1210405540043443800|-4.579245524|1210405540043443800_59516.210_120856984_538_target|1210405540043443800_59516.210_120856984_538_ref|1210405540043443800_59516.210_120856984_538_diff|59516.2102894839
11JYSEhkn|0.224737|||-1.3738517427195742|313.41959712199997|0.257955|20.6876|UNCLEAR|POSSIBLE|106353134196271653|i|0.527301|PS1|2021-10-26|||313.4195081782918|1205340670012226000|-1.3740197219999999|1205340670012226000_59516.209_120856921_449_target|1205340670012226000_59516.209_120856921_449_ref|1205340670012226000_59516.209_120856921_449_diff|59516.2098531955
11JYSEhkp|0.609736|||-1.1872043186459496|314.510650618|0.19712|20.2217|UNCLEAR|POSSIBLE|106573145105055392|i|0.985554|PS1|2021-10-26|||314.51064813078375|1205802550011113800|-1.187392058|1205802550011113800_59516.209_120856949_638_target|1205802550011113800_59516.209_120856949_638_ref|1205802550011113800_59516.209_120856949_638_diff|59516.2098531955
11JYSEhko|0.107289|||-0.9377884992683232|315.0794655175|0.280912|21.1642|SN|POSSIBLE|106873150794925479|r|0.466111|PS1|2021-10-26|||315.07821032798535|1210018760005616000|-0.9374312425|1210018760005616000_59513.214_120723529_711_target|1210018760005616000_59513.214_120723529_711_ref|1210018760005616000_59513.214_120723529_711_diff|59513.2145072818
11JYSEhkm|0.70594|||-0.43858407454421294|315.39745315504547|0.137689|19.7216|SN|POSSIBLE|1237663542602695925|i|0.96952|SDSS/PS1|2021-10-26|||315.3980581431263|1210135540002618800|-0.4385901553968559|1210135540002618800_59516.209_120856953_406_target|1210135540002618800_59516.209_120856953_406_ref|1210135540002618800_59516.209_120856953_406_diff|59516.2098531955
11JYSEhkd|0.294934|||-7.569416286815294|35.49607406|0.14778|20.6492|SN|POSSIBLE|98910354960698612|r|0.758869|PS1|2021-10-26|||35.49655820721201|1022159170073409800|-7.568149312|1022159170073409800_59513.479_120747353_173_target|1022159170073409800_59513.479_120747353_173_ref|1022159170073409800_59513.479_120747353_173_diff|59513.4790392272
11JYSEhkj|0.96105|||-2.921553100815491|35.99457490778337|0.268343|20.0074|SN|POSSIBLE|1237678888525365860|i|0.950522|SDSS/PS1|2021-10-26|||35.99454620536194|1022358700025517500|-2.92242413577442|1022358700025517500_59516.456_120881244_192_target|1022358700025517500_59516.456_120881244_192_ref|1022358700025517500_59516.456_120881244_192_diff|59516.4564434877
11JYSEhkc|0.121834|||-3.24873932323488|41.90823236346654|0.181734|21.1212|SN|POSSIBLE|1237673701818892959|r|0.608182|SDSS/PS1|2021-10-26|||41.9093934392138|1024738250031455400|-3.2499377986135163|1024738250031455400_59513.478_120747297_223_target|1024738250031455400_59513.478_120747297_223_ref|1024738250031455400_59513.478_120747297_223_diff|59513.4785866748
11JYSEhkt|0.385704||12.8|0.48938598805342587|40.4384583333|0.170444|20.8301|SN|POSSIBLE|NGC1055|r|0.772317|NED_D|2021-10-26|||40.33604755014349|1024120651002921600|0.44317|1024120651002921600_59513.478_120747260_178_target|1024120651002921600_59513.478_120747260_178_ref|1024120651002921600_59513.478_120747260_178_diff|59513.4781359686
11JYSEhkf|0.0592124|||-0.7368244936253318|40.043903634|0.236389|20.8487|SN|POSSIBLE|1237663783141180559|r|0.555045|SDSS/PS1|2021-10-26|||40.0436810878178|1024010480004412500|-0.735354466|1024010480004412500_59513.478_120747240_211_target|1024010480004412500_59513.478_120747240_211_ref|1024010480004412500_59513.478_120747240_211_diff|59513.4781359686
11JYSEhjy|0.317843|||3.298165584173688||0.0774527|18.7175|ORPHAN|POSSIBLE||i|0.429015||2021-10-25|||324.66940452603546|1213840661031753200||1213840661031753200_59512.284_120718449_45_target|1213840661031753200_59512.284_120718449_45_ref|1213840661031753200_59512.284_120718449_45_diff|59512.2845090149
11JYSEhjv|0.517321|||5.89397132440859|331.25956257941436|0.295599|20.5747|SN|POSSIBLE|1237669762258241055|r|0.472593|SDSS|2021-10-25|||331.2605740820896|1220502531055338100|5.893452697825314|1220502531055338100_59512.288_120718953_314_target|1220502531055338100_59512.288_120718953_314_ref|1220502531055338100_59512.288_120718953_314_diff|59512.2886753456
11JYSEhjx|0.623924|||6.219476288671143|334.19928480382777|0.269251|20.747|SN|POSSIBLE|1237669762259551631|r|0.966295|SDSS/PS1|2021-10-25|||334.20057049215256|1221648141061310100|6.2198723581015|1221648141061310100_59512.289_120719077_253_target|1221648141061310100_59512.289_120719077_253_ref|1221648141061310100_59512.289_120719077_253_diff|59512.2895914484
11JYSEhjw|0.622557|||7.211158750724571|332.264551482|0.24671|20.5719|UNCLEAR|POSSIBLE|1237678845038167516|r|0.675705|SDSS/PS1|2021-10-25|||332.26440872362184|1220903441071240200|7.21128921|1220903441071240200_59512.288_120718979_50_target|1220903441071240200_59512.288_120718979_50_ref|1220903441071240200_59512.288_120718979_50_diff|59512.2886753456
11JYSEhjs|0.84043|PS21lkn|877.65743|6.82455736337967|333.521083333|0.128706|19.5065|SN|GOOD|SDSSJ221405.06+064942.2|g|0.778024|NED/SDSS|2021-10-24|0.181115|2021aceh|333.5215776022887|1221405171064928400|6.82839|1221405171064928400_59511.266_120673487_360_target|1221405171064928400_59511.266_120673487_360_ref|1221405171064928400_59511.266_120673487_360_diff|59517.2131952066
11JYSEhju|0.476299|||6.873577645571496|335.32201779999997|0.330252|19.9719|SN|POSSIBLE|1237669698372764013|z|0.806079|SDSS/2MASS/GAIA/PS1|2021-10-24|||335.32193694535493|1222117241065225000|6.873477278|1222117241065225000_59511.266_120673522_222_target|1222117241065225000_59511.266_120673522_222_ref|1222117241065225000_59511.266_120673522_222_diff|59517.2099901085
11JYSEhjq|0.666999|||-2.215549976639348|317.4746684909552|0.213785|20.5964|SN|POSSIBLE|1237678879928289040|r|0.704175|SDSS/PS1|2021-10-24|||317.47382416903463|1210953710021256000|-2.2159186422752786|1210953710021256000_59511.270_120677650_254_target|1210953710021256000_59511.270_120677650_254_ref|1210953710021256000_59511.270_120677650_254_diff|59511.2731824587
11JYSEhjo|0.550956|||-2.9339584773519203|311.298037324|0.168348|20.2104|SN|POSSIBLE|104473112979728127|r|0.997969|PS1|2021-10-24|||311.2986583227564|1204511680025602400|-2.935200534|1204511680025602400_59511.270_120677806_412_target|1204511680025602400_59511.270_120677806_412_ref|1204511680025602400_59511.270_120677806_412_diff|59511.2709749403
11JYSEhjn|0.234177|||-1.4084399529571547|314.525956438|0.262645|20.6595|SN|POSSIBLE|106313145260110191|r|0.938821|PS1|2021-10-24|||314.5248737377119|1205805980012430200|-1.4085773080000001|1205805980012430200_59511.272_120677891_396_target|1205805980012430200_59511.272_120677891_396_ref|1205805980012430200_59511.272_120677891_396_diff|59511.2723083226
11JYSEhjt|0.736372|||0.22490250810711268|315.1080930784964|0.300051|20.8579|SN|POSSIBLE|1237663543676370954|r|0.972889|SDSS/PS1|2021-10-24|||315.1074308077794|1210025781001329400|0.22567369895588427|1210025781001329400_59511.269_120673910_426_target|1210025781001329400_59511.269_120673910_426_ref|1210025781001329400_59511.269_120673910_426_diff|59511.2723083226
11JYSEhjm|0.188882|||-0.7157958023716589|318.029067328|0.254013|20.7262|SN|POSSIBLE|1237663456703088645|r|0.754457|SDSS/PS1|2021-10-24|||318.0298648367584|1211207160004257000|-0.717235376|1211207160004257000_59511.273_120678614_449_target|1211207160004257000_59511.273_120678614_449_ref|1211207160004257000_59511.273_120678614_449_diff|59511.2731824587
11JYSEhjr|0.286567|||6.288732907029626|334.1695443910895|0.215155|20.4803|SN|POSSIBLE|1237669697835369642|r|0.904801|SDSS|2021-10-24|||334.1707146408513|1221640951061719600|6.2890110886532264|1221640951061719600_59512.289_120719077_216_target|1221640951061719600_59512.289_120719077_216_ref|1221640951061719600_59512.289_120719077_216_diff|59512.2895914484
11JYSEhjl|0.269674|||9.902331377978328|318.7536217|0.230662|20.7726|SN|POSSIBLE|1237652942620722127|i|0.433484|SDSS/PS1|2021-10-24|||318.7544143525239|1211501061095408200|9.90182913|1211501061095408200_59511.278_120681275_767_target|1211501061095408200_59511.278_120681275_767_ref|1211501061095408200_59511.278_120681275_767_diff|59511.2783565572
11JYSEhjf|0.504613|||10.029586625943983|322.37447505915435|0.275995|20.7836|SN|POSSIBLE|1237656494023704865|i|0.851466|SDSS|2021-10-24|||322.37520667725386|1212930041100146500|10.029913924875151|1212930041100146500_59511.279_120681995_767_target|1212930041100146500_59511.279_120681995_767_ref|1212930041100146500_59511.279_120681995_767_diff|59511.27928703
11JYSEhjk|0.314815||1695.828908|9.99669422131244|322.354088836|0.251956|20.6242|SN|POSSIBLE|SDSSJ212924.97+095943.6|i|0.691881|NED/SDSS/PS1|2021-10-24|0.323758||322.35546804113164|1212925301095947900|9.995467932|1212925301095947900_59511.279_120681996_647_target|1212925301095947900_59511.279_120681996_647_ref|1212925301095947900_59511.279_120681996_647_diff|59511.27928703
11JYSEhjh|0.070211|||13.17539007627229|318.245546574|0.298374|20.9032|UNCLEAR|POSSIBLE|123813182455491060|i|0.53949|PS1|2021-10-24|||318.2455770741708|1211258931131031400|13.175473082|1211258931131031400_59511.278_120681919_863_target|1211258931131031400_59511.278_120681919_863_ref|1211258931131031400_59511.278_120681919_863_diff|59511.2788065463
11JYSEhji|0.387836|||10.618263450759283|325.968105284|0.266038|20.6039|SN|POSSIBLE|1237656240620569536|i|0.531142|SDSS/PS1|2021-10-24|||325.9693490767735|1214352641103705700|10.617192964000001|1214352641103705700_59511.280_120682552_376_target|1214352641103705700_59511.280_120682552_376_ref|1214352641103705700_59511.280_120682552_376_diff|59511.2802114011
11JYSEhjj|0.589893|||13.455378218515404|318.433200368|0.190591|20.1534|SN|POSSIBLE|124143184331726994|i|0.998543|PS1|2021-10-24|||318.43256870732307|1211343801132719400|13.455383608|1211343801132719400_59511.278_120681926_658_target|1211343801132719400_59511.278_120681926_658_ref|1211343801132719400_59511.278_120681926_658_diff|59511.2788065463
11JYSEhjg|0.861127|||13.750365412078656|319.04546134|0.166679|20.1644|SN|POSSIBLE|124503190454320742|i|0.980526|PS1|2021-10-24|||319.047069316939|1211611291134501300|13.750219576000001|1211611291134501300_59511.278_120681933_754_target|1211611291134501300_59511.278_120681933_754_ref|1211611291134501300_59511.278_120681933_754_diff|59511.2788065463
11JYSEhje|0.597795|||13.547817209126855|322.56392092199997|0.194375|20.3383|SN|POSSIBLE|124253225639527108|i|0.985103|PS1|2021-10-24|||322.5639277787856|1213015331133252300|13.547206362|1213015331133252300_59511.279_120684171_482_target|1213015331133252300_59511.279_120684171_482_ref|1213015331133252300_59511.279_120684171_482_diff|59511.2797323008
11JYSEhjd|0.602149|||13.477129044114166||0.231372|20.4967|ORPHAN|POSSIBLE||i|0.725039||2021-10-24|||322.7112473827996|1213050691132837700||1213050691132837700_59511.279_120684171_623_target|1213050691132837700_59511.279_120684171_623_ref|1213050691132837700_59511.279_120684171_623_diff|59511.2797323008
11JYSEhis|0.676593|PS21lji||-19.78999430800048|17.050917|0.0669992|19.0774|NT|CONFIRMED|2MASXJ01081219-1947235|g|0.865049|NED|2021-10-23|||17.05099915817586|1010812250194724100|-19.78983|1010812250194724100_59510.446_120646488_59_target|1010812250194724100_59510.446_120646488_59_ref|1010812250194724100_59510.446_120646488_59_diff|59518.4210910938
11JYSEhiq|0.12673||576.675737|46.717088802372714|135.30945039367202|0.265952|20.5766|NT|POSSIBLE|SDSSJ090114.25+464301.5|i|0.457891|NED/SDSS|2021-10-23|0.123367||135.3094831389488|1090114281464301400|46.717062057032344|1090114281464301400_59510.577_120652027_248_target|1090114281464301400_59510.577_120652027_248_ref|1090114281464301400_59510.577_120652027_248_diff|59510.5770370589
11JYSEhjc|0.320034|||0.003926734093937836|309.93382980200005|0.195803|20.4301|SN|POSSIBLE|108003099338395198|i|0.633703|PS1|2021-10-23|||309.93377179327496|1203944071000014000|0.003951848|1203944071000014000_59510.254_120634123_806_target|1203944071000014000_59510.254_120634123_806_ref|1203944071000014000_59510.254_120634123_806_diff|59516.2089686929
11JYSEhiz|0.717082|||-2.043156589436916|314.4175417|0.134293|19.5891|SN|POSSIBLE|2MASSJ20574020-0202374|z|0.439534|NED|2021-10-23|||314.41865816072834|1205740470020235400|-2.04375|1205740470020235400_59510.255_120634209_503_target|1205740470020235400_59510.255_120634209_503_ref|1205740470020235400_59510.255_120634209_503_diff|59511.269523298
11JYSEhiy|0.608154|||-5.548399378531713|310.57580425374164|0.275899|20.6309|SN|POSSIBLE|1237652600097342184|r|0.728451|SDSS/PS1|2021-10-23|||310.5750684220812|1204218000053254100|-5.54957453403383|1204218000053254100_59510.254_120634039_859_target|1204218000053254100_59510.254_120634039_859_ref|1204218000053254100_59510.254_120634039_859_diff|59511.2709749403
11JYSEhjb|0.270021|||-3.0674537930665213|311.307482716|0.169258|20.8541|SN|POSSIBLE|104313113073527619|r|0.698399|PS1|2021-10-23|||311.3071428544176|1204513720030402800|-3.069087672|1204513720030402800_59510.254_120634081_989_target|1204513720030402800_59510.254_120634081_989_ref|1204513720030402800_59510.254_120634081_989_diff|59510.2544895704
11JYSEhja|0.613238|||-3.9153834296891836|317.043539102|0.213936|20.8859|SN|POSSIBLE|103303170433783715|r|0.840993|PS1|2021-10-23|||317.0427930341675|1210810270035455200|-3.9139731859999998|1210810270035455200_59510.256_120634284_605_target|1210810270035455200_59510.256_120634284_605_ref|1210810270035455200_59510.256_120634284_605_diff|59510.2562717749
11JYSEhiw|0.313863|||23.46580981965808|6.999889746|0.192009|19.9472|SN|POSSIBLE|136150069997419674|z|0.820249|PS1|2021-10-23|||7.0008007111912915|1002800201232757000|23.465914812|1002800201232757000_59510.433_120641180_106_target|1002800201232757000_59510.433_120641180_106_ref|1002800201232757000_59510.433_120641180_106_diff|59517.2727092368
11JYSEhit|0.140614|||24.91812322292286|357.609041926|0.201185|20.2371|SN|POSSIBLE|1237678580364673635|z|0.628278|SDSS/PS1|2021-10-23|||357.6099563495046|1235026381245505200|24.917276286|1235026381245505200_59510.431_120640989_404_target|1235026381245505200_59510.431_120640989_404_ref|1235026381245505200_59510.431_120640989_404_diff|59510.4319424409
11JYSEhiv|0.992312|||27.67627904556379||0.116369|19.2757|ORPHAN|POSSIBLE||z|0.999943||2021-10-23|||1.439129454621423|1000545381274034600||1000545381274034600_59510.433_120641126_232_target|1000545381274034600_59510.433_120641126_232_ref|1000545381274034600_59510.433_120641126_232_diff|59510.4333033759
11JYSEhiu|0.727413|||27.86329065518262|7.435521142|0.10198|18.5063|SN|POSSIBLE|1237678790810141148|z|0.9575|SDSS/PS1|2021-10-23|||7.434097017580733|1002944181275147900|27.863114436|1002944181275147900_59510.434_120641258_146_target|1002944181275147900_59510.434_120641258_146_ref|1002944181275147900_59510.434_120641258_146_diff|59510.4341933179
11JYSEhir|0.0512341|||43.42079225733832|126.393812|0.170222|20.3175|SN|POSSIBLE|1237673310969594040|r|0.423521|SDSS/2MASS/PS1|2021-10-23|||126.39366048390025|1082534491432514800|43.420864|1082534491432514800_59510.578_120652892_246_target|1082534491432514800_59510.578_120652892_246_ref|1082534491432514800_59510.578_120652892_246_diff|59510.5780417444
11JYSEhip|0.186138||603.692432|44.42330948945683|126.00684554013013|0.164202|20.1092|SN|POSSIBLE|1237654390569173210|r|0.564588|SDSS/2MASS|2021-10-23|0.128702||126.00041822305246|1082400111442523700|44.41954302581299|1082400111442523700_59510.578_120652909_260_target|1082400111442523700_59510.578_120652909_260_ref|1082400111442523700_59510.578_120652909_260_diff|59510.5780417444
11JYSEhio|0.126016|||50.67070656318235|140.428096482|0.228638|20.7395|SN|POSSIBLE|SDSSJ092142.72+504017.3|r|0.58363|NED/SDSS/PS1|2021-10-23|||140.42946093141342|1092143061504014600|50.671548278|1092143061504014600_59510.580_120653152_208_target|1092143061504014600_59510.580_120653152_208_ref|1092143061504014600_59510.580_120653152_208_diff|59510.5802573245
11JYSEhin|0.705453|||10.088760163807471||0.272284|19.5457|ORPHAN|POSSIBLE||r|0.540292||2021-10-22|||325.87477634476795|1214329941100519500||1214329941100519500_59509.329_120598702_202_target|1214329941100519500_59509.329_120598702_202_ref|1214329941100519500_59509.329_120598702_202_diff|59509.3298855657
11JYSEhih|0.317277|PS21lbn||5.306084579160859|332.348471104|0.132179|19.5286|SN|GOOD|1237669696760840382|g|0.647597|SDSS/2MASS/PS1|2021-10-21|||332.3478091530082|1220923471051821700|5.3056256479999995|1220923471051821700_59508.303_120549670_153_target|1220923471051821700_59508.303_120549670_153_ref|1220923471051821700_59508.303_120549670_153_diff|59517.2123074565
11JYSEhij|0.0439499||711.700766|45.137291010543365|129.45391666666666|0.121843|20.4434|NT|POSSIBLE|2MASSJ08374888+4508146|r|0.559642|NED/SDSS|2021-10-21|0.149718||129.45393003121893|1083748951450814300|45.13731|1083748951450814300_59508.622_120578463_201_target|1083748951450814300_59508.622_120578463_201_ref|1083748951450814300_59508.622_120578463_201_diff|59519.6365812455
